# Lua binding shapes of the 1.12.1 client (WoW.exe build 5875): one row per registered
# binding, name -> (argc, return arity, return kinds), with per-column confidence.
#
# 82 registrar tables, 1722 bindings, 1722 analysed, 0 unresolved registrar sites. Four
# registration routes, extents read from the registrar's own literal: 0x704120
# RegisterFunction loops; 0x701d80 widget method tables; the inlined base-library loop at
# 0x811e28; and the four luaL_openlib 0x6f4dc0 tables (bit/math/table/string).
#
# Column contract:
#   arity / arity_conf   sound. exact = one constant; set = a `|`-separated set of possible
#     counts; unknown = `?`. An imprecise result is a set or `?`, never a wrong single
#     number. Gate on this.
#   kind `string?`       string or nil. lua_pushstring 0x6f3890 begins `test edx,edx ; jne`
#     and tail-jumps to lua_pushnil when the char* is NULL, so `string` is emitted only where
#     the pointer is a constant that resolves to a readable literal; every other
#     lua_pushstring is `string?`. A miss path can show a fixed arity and still answer nil in
#     that slot (GetMapInfo -> nil,0,0; GetChannelName -> 0,nil,0).
#   kinds / kinds_conf   advisory unless kinds_conf == agree: the independent lua_push* trace
#     length matches `eax` at every ret, and every ret was checked. A loop (GetTexCoord: 2
#     textual pushes, 8 real) -> unverified. `agree` is about the binding's own ops:
#     lua_gettable 0x6f3a40 and lua_rawget 0x6f3b00 replace the key on top with the looked-up
#     value (recorded as `any`), and a callee that pushes on the binding's behalf is invisible
#     to the trace, so the returned window may hold slots it never described (note
#     `delegated-push`).
#   argc / argc_conf     never gate on this. argc is a max over observed constant Lua stack
#     indices, with no unknown state, and a silent lower bound when a binding delegates
#     argument parsing to a helper. Such rows say lower-bound, but the detector is one level
#     deep, so treat every argc as a floor.
#   name       not a key. 60 names are registered from more than one table and 21 of those
#     differ in arity between registrations: GetBuildInfo returns 5 on the glue screen (table
#     0x8373b8) and 3 in-game (0x83de68); GetAddOnInfo 8 and 7. Key on `fn`, or on
#     (table_va, name). Every such row carries the note name-not-unique.
#   notes  stack-leak = the reference pushes a value and then returns 0 (or fewer): the
#     disabled lottery/vendor stubs, which a faithful client does not copy. variadic = the
#     count comes from lua_gettop, no constant exists. delegated-push = a foreign callee
#     pushes on the binding's behalf, so `agree` covers this row's own ops only.
#     cfg-truncated / indirect-branch / iteration-cap = an edge the walk could not resolve;
#     such a row's arity is not covered by the soundness claim above.
#
# Vendored from the maintainer's analysis (`WOW_RE`); no generator for it lives in this repo.
name	fn	pair_va	table_va	table_kind	argc	argc_conf	arity	arity_conf	kinds	kinds_conf	notes
GetInboxText	0x4af110	0x845f50	0x845eb0	global	1	exact	4	exact	?	unknown	
GetInputLanguage	0x799550	0x87bcc8	0x87bb68	widget	1	exact	1	exact	(string?)	agree	
GetInsertMode	0x794ff0	0x87b9e8	0x87b960	widget	1	exact	1	exact	(string) | (string?)	agree	
GetInspectHonorData	0x4c9620	0x848588	0x8484d0	global	0	exact	12	exact	(number,number,number,number,number,number,number,number,number,number,number,number)	agree	
GetInspectPVPRankProgress	0x51ab00	0x8506c8	0x850438	global	0	exact	1	exact	(number)	agree	
GetInstanceBootTimeRemaining	0x48b620	0x83e240	0x83de68	global	0	exact	1	exact	(number)	agree	
GetInventoryAlertStatus	0x4c94b0	0x848560	0x8484d0	global	1	exact	1	exact	(number)	agree	
GetInventoryItemBroken	0x4c8590	0x8484e0	0x8484d0	global	1	lower-bound	1	exact	(nil) | (number)	agree	
GetInventoryItemCooldown	0x4c8a60	0x8484f8	0x8484d0	global	1	lower-bound	3	exact	(number,number,number)	agree	
GetInventoryItemCount	0x4c8680	0x8484e8	0x8484d0	global	1	lower-bound	1	exact	(number)	agree	
GetInventoryItemLink	0x4c8c10	0x848500	0x8484d0	global	1	lower-bound	0|1	set	() | (string?)	agree	
GetInventoryItemQuality	0x4c88d0	0x8484f0	0x8484d0	global	1	lower-bound	1	exact	(nil) | (number)	agree	
GetInventoryItemTexture	0x4c82a0	0x8484d8	0x8484d0	global	1	lower-bound	1	exact	(nil) | (string?)	agree	
GetInventorySlotInfo	0x4c81b0	0x8484d0	0x8484d0	global	1	exact	3	exact	(number,string?,nil) | (number,string?,number)	agree	
GetItemInfo	0x48e070	0x83e490	0x83de68	global	1	exact	0|9	set	() | (string?,string?,number,number,string?,string?,number,string?,string?)	agree	
GetItemQualityColor	0x48dfb0	0x83e488	0x83de68	global	1	exact	4	exact	(number,number,number,string?)	agree	
GetJackpotAmount	0x4c45d0	0x8481f0	0x8481b8	global	0	exact	0	exact	(number)	unverified	stack-leak
GetJustifyH	0x7926c0	0x87b628	0x87b5c0	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetJustifyH	0x794c90	0x87b9c8	0x87b960	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetJustifyH	0x796820	0x87bae8	0x87ba80	widget	1	lower-bound	?	unknown	()	unverified	name-not-unique;delegated-push
GetJustifyH	0x797a50	0x87bbd0	0x87bb68	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetJustifyH	0x79e5f0	0x87c2a8	0x87c1d8	widget	1	exact	1	exact	(string?)	agree	name-not-unique
GetJustifyH	0x7a0c30	0x87c860	0x87c7c8	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetJustifyV	0x792840	0x87b638	0x87b5c0	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetJustifyV	0x794e10	0x87b9d8	0x87b960	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetJustifyV	0x7969c0	0x87baf8	0x87ba80	widget	1	lower-bound	?	unknown	()	unverified	name-not-unique;delegated-push
GetJustifyV	0x797bd0	0x87bbe0	0x87bb68	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetJustifyV	0x79e7f0	0x87c2b8	0x87c1d8	widget	1	exact	1	exact	(string?)	agree	name-not-unique
GetJustifyV	0x7a0db0	0x87c870	0x87c7c8	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetLFGResults	0x4e98c0	0x84c1d8	0x84c170	global	1	exact	7	exact	?	unknown	
GetLFGTypeEntries	0x4e9aa0	0x84c1e8	0x84c170	global	1	exact	?	unknown	?	unknown	
GetLFGTypes	0x4e9a70	0x84c1e0	0x84c170	global	0	exact	5	exact	?	unknown	
GetLanguageByIndex	0x49fbe0	0x843630	0x843618	global	1	exact	0|1	set	() | (string?)	agree	
GetLastLotteryNumbers	0x4c4220	0x8481c0	0x8481b8	global	0	exact	0	exact	()	agree	
GetLeft	0x7a1980	0x87c9e8	0x87c9b8	widget	1	exact	1	exact	(nil) | (number)	agree	
GetLight	0x76e7d0	0x878998	0x878948	widget	1	exact	7|10|13	set	(number,number,number,number,number,number,number) | (number,number,number,number,number,number,number,number,number,number) | (number,number,number,number,number,number,number,number,number,number,number,number,number)	agree	
GetLocale	0x46ce40	0x8373c0	0x8373b8	global	0	exact	1	exact	(string?)	agree	name-not-unique
GetLocale	0x48d8b0	0x83e3e8	0x83de68	global	0	exact	1	exact	(string?)	agree	name-not-unique
GetLookingForGroup	0x4e95d0	0x84c1b8	0x84c170	global	0	exact	4	exact	?	unknown	
GetLootMethod	0x4e91b0	0x84c198	0x84c170	global	0	exact	2	exact	(string,nil) | (string,number)	agree	
GetLootRollItemInfo	0x4c3050	0x847d48	0x847cf0	global	1	exact	5	exact	(nil,nil,number,number,nil) | (string?,string?,number,number,nil) | (string?,string?,number,number,number)	agree	
GetLootRollItemLink	0x4c31f0	0x847d50	0x847cf0	global	1	exact	0|1	set	() | (string?)	agree	
GetLootRollTimeLeft	0x4c32d0	0x847d58	0x847cf0	global	1	exact	1	exact	(number)	agree	
GetLootSlotInfo	0x4c2c60	0x847d00	0x847cf0	global	1	exact	4	exact	(string?,string?,number,number)	agree	
GetLootSlotLink	0x4c2d20	0x847d08	0x847cf0	global	1	exact	1	exact	(string?)	agree	
GetLootThreshold	0x4e94e0	0x84c1a8	0x84c170	global	0	exact	1	exact	(number)	agree	
GetLotteryPrizeInfo	0x4c44e0	0x8481e8	0x8481b8	global	1	exact	5	exact	(string?,string?,number,number,nil) | (string?,string?,number,number,number)	agree	
GetLowerBackgroundFileName	0x502ea0	0x84ee60	0x84ee40	widget	1	exact	1	exact	(string?)	agree	
GetLowerEmblemFileName	0x503070	0x84ee70	0x84ee40	widget	1	exact	1	exact	(string?)	agree	
GetLowerEmblemTexture	0x503540	0x84ee80	0x84ee40	widget	2	exact	0	exact	()	agree	
GetMacroIconInfo	0x4f1a30	0x84c9c0	0x84c990	global	1	exact	1	exact	(string?)	agree	
GetMacroIndexByName	0x4f1b30	0x84c9d0	0x84c990	global	1	exact	1	exact	(number)	agree	
GetMacroInfo	0x4f1760	0x84c9a0	0x84c990	global	1	exact	4	exact	(nil,nil,nil,nil) | (string?,nil,string?,nil) | (string?,nil,string?,number) | (string?,string?,string?,nil) | (string?,string?,string?,number)	agree	
GetMapContinents	0x4a7ce0	0x845078	0x845078	global	0	exact	?	unknown	?	unknown	
GetMapInfo	0x4a7e30	0x845098	0x845078	global	0	exact	3	exact	(string?,number,number)	agree	
GetMapLandmarkInfo	0x4a8740	0x8450d8	0x845078	global	1	exact	5	exact	(nil,nil,number,number,number) | (string?,nil,number,number,number) | (string?,string?,number,number,number)	agree	
GetMapOverlayInfo	0x4a8a00	0x8450f0	0x845078	global	1	exact	7	exact	(nil,number,number,number,number,number,number) | (string?,number,number,number,number,number,number)	agree	
GetMapZones	0x4a7d10	0x845080	0x845078	global	1	exact	?	unknown	?	unknown	
GetMasterLootCandidate	0x4c2f10	0x847d38	0x847cf0	global	1	exact	1	exact	(nil) | (string?)	agree	
GetMaxBytes	0x799040	0x87bc98	0x87bb68	widget	1	exact	1	exact	(number)	agree	
GetMaxLetters	0x799200	0x87bca8	0x87bb68	widget	1	exact	1	exact	(number)	agree	
GetMaxLines	0x7937e0	0x87b6b8	0x87b5c0	widget	1	exact	1	exact	(number)	agree	
GetMaxResize	0x7761a0	0x879010	0x878ec0	widget	1	exact	2	exact	(number,number)	agree	
GetMeetingStoneStatusText	0x4ca5b0	0x848cf8	0x848ce8	global	0	exact	1	exact	(string?)	agree	
GetMerchantItemInfo	0x4fb150	0x84da38	0x84da28	global	1	exact	6	exact	(nil,nil,number,number,number,number) | (nil,string?,number,number,number,nil) | (nil,string?,number,number,number,number) | (string?,string?,number,number,number,nil) | (string?,string?,number,number,number,number)	agree	
GetMerchantItemLink	0x4fb580	0x84da48	0x84da28	global	1	exact	0|1	set	() | (string?)	agree	
GetMerchantItemMaxStack	0x4fb670	0x84da50	0x84da28	global	1	exact	1	exact	(number)	agree	
GetMerchantNumItems	0x4fb130	0x84da30	0x84da28	global	0	exact	1	exact	(number)	agree	
GetMinMaxValues	0x78f3f0	0x87b020	0x87b010	widget	1	exact	2	exact	(number,number)	agree	name-not-unique
GetMinMaxValues	0x7906e0	0x87b280	0x87b260	widget	1	exact	2	exact	(number,number)	agree	name-not-unique
GetMinResize	0x775f20	0x879000	0x878ec0	widget	1	exact	2	exact	(number,number)	agree	
GetMinigameState	0x4c4df0	0x84839c	0x84838c	global	0	exact	?	unknown	()	unverified	
GetMinigameType	0x4c4d50	0x84838c	0x84838c	global	0	exact	1	exact	(nil) | (string?)	agree	
GetMinimapZoneText	0x48a100	0x83e0c0	0x83de68	global	0	exact	1	exact	(string?)	agree	
GetModel	0x76da50	0x878950	0x878948	widget	1	exact	1	exact	() | (string?)	unverified	
GetModelScale	0x76ebe0	0x8789b0	0x878948	widget	1	exact	1	exact	(number)	agree	
GetMoney	0x518160	0x850578	0x850438	global	0	exact	1	exact	(number)	agree	
GetMoneyPrizes	0x4c45f0	0x8481f8	0x8481b8	global	0	exact	0	exact	(number,number,number)	unverified	stack-leak
GetMouseFocus	0x48df40	0x83e478	0x83de68	global	0	lower-bound	1	exact	(any) | (nil)	agree	delegated-push
GetMovieResolution	0x46cf10	0x837400	0x8373b8	global	0	exact	1	exact	(number)	agree	
GetMovieSubtitles	0x46dbc0	0x837568	0x8373b8	global	0	exact	1	exact	(nil) | (number)	agree	
GetMultisampleFormats	0x48c360	0x83e2c0	0x83de68	global	0	exact	?	unknown	?	unknown	
GetName	0x79ff60	0x87c7d8	0x87c7c8	widget	1	exact	1	exact	(nil) | (string?)	agree	name-not-unique
GetName	0x7a1390	0x87c9c8	0x87c9b8	widget	1	exact	1	exact	(nil) | (string?)	agree	name-not-unique
GetNameForRace	0x4713f0	0x838110	0x8380f8	global	0	exact	2	exact	(nil,nil) | (string?,string?)	agree	
GetNetStats	0x48b8b0	0x83e270	0x83de68	global	0	exact	3	exact	(number,number,number)	agree	
GetNextDrawTime	0x4c4630	0x848200	0x8481b8	global	0	exact	0	exact	(number)	unverified	stack-leak
GetNextStableSlotCost	0x4cb3d0	0x848dd8	0x848da0	global	0	exact	1	exact	(number)	agree	
GetNormalTexture	0x781bb0	0x879dc0	0x879d00	widget	0	exact	?	unknown	?	unknown	delegated-push
GetNumActiveQuests	0x501aa0	0x84e9a8	0x84e968	global	0	exact	1	exact	(number)	agree	
GetNumAddOns	0x46d420	0x8374d0	0x8373b8	global	0	exact	1	exact	(number)	agree	name-not-unique
GetNumAddOns	0x48e350	0x83e498	0x83de68	global	0	exact	1	exact	(number)	agree	name-not-unique
GetNumAuctionItems	0x4ced20	0x8490f0	0x8490a8	global	1	exact	2	exact	() | (number,number)	unverified	
GetNumAvailableQuests	0x501a80	0x84e9a0	0x84e968	global	0	exact	1	exact	(number)	agree	
GetNumBankSlots	0x4f85b0	0x84d5e4	0x84d5dc	global	0	exact	2	exact	(number,nil) | (number,number)	agree	
GetNumBattlefieldFlagPositions	0x4ac1c0	0x8458b8	0x8457e0	global	0	exact	1	exact	(number)	agree	
GetNumBattlefieldPositions	0x4abf00	0x8458a8	0x8457e0	global	0	exact	1	exact	(number)	agree	
GetNumBattlefieldScores	0x4ab9a0	0x845860	0x8457e0	global	0	exact	1	exact	(number)	agree	
GetNumBattlefieldStats	0x4abcd0	0x845888	0x8457e0	global	0	exact	1	exact	(number)	agree	
GetNumBattlefields	0x4ab080	0x8457e0	0x8457e0	global	0	exact	1	exact	(number)	agree	
GetNumBindings	0x4b7f40	0x846c88	0x846c88	global	0	exact	1	exact	(number)	agree	
GetNumBuybackItems	0x4fc160	0x84dab0	0x84da28	global	0	exact	1	exact	(number)	agree	
GetNumCharacters	0x473280	0x838590	0x838578	global	0	exact	1	exact	(number)	agree	
GetNumChildren	0x774080	0x878f00	0x878ec0	widget	1	exact	1	exact	(number)	agree	
GetNumCrafts	0x4f6e70	0x84d128	0x84d108	global	0	exact	1	exact	(number)	agree	
GetNumFactions	0x4d64c0	0x84a0a8	0x84a0a8	global	0	exact	1	exact	(number)	agree	
GetNumFrames	0x705f00	0x872e74	0x872e74	global	0	exact	1	exact	(number)	agree	
GetNumFriends	0x5ad000	0x85d830	0x85d830	global	0	exact	1	exact	(number)	agree	
GetNumGuildMembers	0x4d1190	0x8496d8	0x8496d8	global	1	exact	1	exact	(number)	agree	
GetNumIgnores	0x5ad400	0x85d868	0x85d830	global	0	exact	1	exact	(number)	agree	
GetNumLFGResults	0x4e9870	0x84c1d0	0x84c170	global	0	exact	2	exact	(number,number)	agree	
GetNumLaguages	0x49fb30	0x843628	0x843618	global	0	exact	0|1	set	() | (number)	agree	
GetNumLetters	0x7992c0	0x87bcb0	0x87bb68	widget	1	exact	1	exact	(number)	agree	
GetNumLinesDisplayed	0x793590	0x87b6a0	0x87b5c0	widget	1	exact	1	exact	(number)	agree	
GetNumLootItems	0x4c2c30	0x847cf8	0x847cf0	global	0	exact	1	exact	(number)	agree	
GetNumLotteryPrizes	0x4c44b0	0x8481e0	0x8481b8	global	0	exact	0	exact	(number)	unverified	stack-leak
GetNumMacroIcons	0x4f19f0	0x84c9b8	0x84c990	global	0	exact	1	exact	(number)	agree	
GetNumMacros	0x4f1710	0x84c998	0x84c990	global	0	exact	2	exact	(number,number)	agree	
GetNumMapLandmarks	0x4a8710	0x8450d0	0x845078	global	0	exact	1	exact	(number)	agree	
GetNumMapOverlays	0x4a89d0	0x8450e8	0x845078	global	0	exact	1	exact	(number)	agree	
GetNumMessages	0x7934d0	0x87b698	0x87b5c0	widget	1	exact	1	exact	(number)	agree	
GetNumPackages	0x4ae430	0x845f08	0x845eb0	global	0	exact	1	exact	(number)	agree	
GetNumPartyMembers	0x4e9050	0x84c170	0x84c170	global	0	exact	1	exact	(number)	agree	
GetNumPastDrawResults	0x4c4660	0x848208	0x8481b8	global	0	exact	0	exact	(number)	unverified	stack-leak
GetNumPetitionNames	0x4f44e0	0x84ceb0	0x84cea0	global	0	exact	1	exact	(number)	agree	
GetNumPoints	0x7a2260	0x87ca28	0x87c9b8	widget	1	exact	1	exact	(number)	agree	
GetNumQuestChoices	0x501f00	0x84ea28	0x84e968	global	0	exact	1	exact	(number)	agree	
GetNumQuestItems	0x501f40	0x84ea30	0x84e968	global	0	exact	1	exact	(number)	agree	
GetNumQuestLeaderBoards	0x4e0000	0x84b140	0x84b0f0	global	1	exact	1	exact	(number)	agree	
GetNumQuestLogChoices	0x4e0a70	0x84b168	0x84b0f0	global	0	exact	1	exact	(number)	agree	
GetNumQuestLogEntries	0x4df8b0	0x84b0f0	0x84b0f0	global	0	exact	2	exact	(number,number)	agree	
GetNumQuestLogRewards	0x4e09e0	0x84b160	0x84b0f0	global	0	exact	1	exact	(number)	agree	
GetNumQuestRewards	0x501ec0	0x84ea20	0x84e968	global	0	exact	1	exact	(number)	agree	
GetNumQuestWatches	0x4e1860	0x84b1d8	0x84b0f0	global	0	exact	1	exact	(number)	agree	
GetNumRaidMembers	0x4bb530	0x847240	0x847240	global	0	exact	1	exact	(number)	agree	
GetNumRealms	0x46ed30	0x837eb0	0x837ea0	global	1	exact	1	exact	(number)	agree	
GetNumRegions	0x773e60	0x878ef0	0x878ec0	widget	1	exact	1	exact	(number)	agree	
GetNumRoutes	0x4dced0	0x84ae10	0x84ada8	global	1	exact	1	exact	(number)	agree	
GetNumSavedInstances	0x4a18f0	0x843798	0x843618	global	0	exact	1	exact	(number)	agree	
GetNumShapeshiftForms	0x4b4590	0x8466b8	0x846648	global	0	exact	1	exact	(number)	agree	
GetNumSkillLines	0x4d35e0	0x849cf8	0x849cf8	global	0	exact	1	exact	(number)	agree	
GetNumSpellTabs	0x4b3cb0	0x846648	0x846648	global	0	exact	1	exact	(number)	agree	
GetNumStablePets	0x4cb1d0	0x848dc0	0x848da0	global	0	exact	1	exact	(number)	agree	
GetNumStableSlots	0x4cb200	0x848dc8	0x848da0	global	0	exact	1	exact	(number)	agree	
GetNumStationeries	0x4ae1f0	0x845ee8	0x845eb0	global	0	exact	1	exact	(number)	agree	
GetNumTalentTabs	0x4f3010	0x84ccf0	0x84ccf0	global	0	exact	1	exact	(number)	agree	
GetNumTalents	0x4f3160	0x84cd00	0x84ccf0	global	1	exact	1	exact	(number)	agree	
GetNumTradeSkills	0x4fd800	0x84ddd8	0x84ddd0	global	0	exact	1	exact	(number)	agree	
GetNumTrainerServices	0x4d8d90	0x84a3f0	0x84a3e0	global	0	exact	1	exact	(number)	agree	
GetNumWhoResults	0x5ad690	0x85d8a8	0x85d830	global	0	exact	2	exact	(number,number)	agree	
GetNumWorldStateUI	0x4c5a40	0x848414	0x848414	global	0	exact	1	exact	(number)	agree	
GetNumber	0x798790	0x87bc58	0x87bb68	widget	1	exact	1	exact	(number)	agree	
GetObjectType	0x79fda0	0x87c7c8	0x87c7c8	widget	1	exact	1	exact	(string?)	agree	name-not-unique
GetObjectType	0x7a11d0	0x87c9b8	0x87c9b8	widget	1	exact	1	exact	(string?)	agree	name-not-unique
GetObjectiveText	0x501a50	0x84e988	0x84e968	global	0	exact	1	exact	(string?)	agree	
GetOrientation	0x78f1d0	0x87b010	0x87b010	widget	1	exact	1	exact	(string?)	agree	name-not-unique
GetOrientation	0x7904c0	0x87b270	0x87b260	widget	1	exact	1	exact	(string?)	agree	name-not-unique
GetOwnerAuctionItems	0x4cec80	0x8490e0	0x8490a8	global	1	exact	0	exact	()	agree	
GetPVPLastWeekStats	0x51a6c0	0x8506a0	0x850438	global	0	exact	4	exact	(number,number,number,number)	agree	
GetPVPLifetimeStats	0x51a7c0	0x8506a8	0x850438	global	0	exact	3	exact	(number,number,number)	agree	
GetPVPRankInfo	0x51a930	0x8506b8	0x850438	global	2	lower-bound	2	exact	(nil,number) | (string?,number)	agree	delegated-push
GetPVPRankProgress	0x51aa90	0x8506c0	0x850438	global	0	exact	1	exact	(number)	agree	
GetPVPSessionStats	0x51a4b0	0x850688	0x850438	global	0	exact	2	exact	(number,number)	agree	
GetPVPThisWeekStats	0x51a620	0x850698	0x850438	global	0	exact	2	exact	(number,number)	agree	
GetPVPYesterdayStats	0x51a550	0x850690	0x850438	global	0	exact	3	exact	(number,number,number)	agree	
GetPackageInfo	0x4ae450	0x845f10	0x845eb0	global	1	exact	3	exact	(nil,nil,number) | (string?,string?,number)	agree	
GetParent	0x7a1460	0x87c9d0	0x87c9b8	widget	1	lower-bound	1	exact	(any) | (nil)	agree	delegated-push
GetParryChance	0x516fc0	0x850668	0x850438	global	0	exact	1	exact	(number)	agree	
GetPartyLeaderIndex	0x4e9100	0x84c180	0x84c170	global	0	exact	1	exact	(number)	agree	
GetPartyMember	0x4e9090	0x84c178	0x84c170	global	1	exact	1	exact	(nil) | (number)	agree	
GetPastDrawResult	0x4c4690	0x848210	0x8481b8	global	1	exact	5	exact	(number,number,number,number,number)	agree	
GetPetActionCooldown	0x4bdfa0	0x8475b0	0x8475a0	global	1	exact	3	exact	(number,number,number)	agree	
GetPetActionInfo	0x4bdc50	0x8475a8	0x8475a0	global	1	exact	7	exact	?	unknown	
GetPetActionsUsable	0x4be0b0	0x8475b8	0x8475a0	global	0	exact	1	exact	(nil) | (number)	agree	
GetPetExperience	0x4be840	0x847660	0x8475a0	global	0	exact	2	exact	(number,number)	agree	
GetPetFoodTypes	0x4bea10	0x847670	0x8475a0	global	0	exact	?	unknown	?	unknown	
GetPetHappiness	0x4be900	0x847668	0x8475a0	global	0	exact	3	exact	(nil,number,number) | (number,number,number)	agree	
GetPetIcon	0x4beb10	0x847678	0x8475a0	global	0	exact	1	exact	(nil) | (string?)	agree	
GetPetLoyalty	0x4be700	0x847650	0x8475a0	global	0	exact	1	exact	(nil) | (string?)	agree	
GetPetTimeRemaining	0x4be600	0x847640	0x8475a0	global	0	exact	1	exact	(nil) | (number)	agree	
GetPetTrainingPoints	0x4be790	0x847658	0x8475a0	global	0	exact	2	exact	(number,number)	agree	
GetPetitionInfo	0x4f43d0	0x84cea8	0x84cea0	global	0	exact	6	exact	(nil,nil,nil,number,nil,nil) | (string,string?,string?,number,nil,nil) | (string,string?,string?,number,nil,number) | (string,string?,string?,number,string?,nil) | (string,string?,string?,number,string?,number)	agree	
GetPetitionNameInfo	0x4f4510	0x84ceb8	0x84cea0	global	1	exact	1	exact	(nil) | (string?)	agree	
GetPingPosition	0x4eefd0	0x84c580	0x84c538	widget	0	exact	2	exact	(number,number)	agree	
GetPlayerBuff	0x4e45d0	0x84bb20	0x84bb20	global	2	exact	2	exact	(number,number)	agree	
GetPlayerBuffApplications	0x4e48b0	0x84bb38	0x84bb20	global	1	exact	1	exact	(number)	agree	
GetPlayerBuffDispelType	0x4e4800	0x84bb30	0x84bb20	global	1	exact	1	exact	(nil) | (string?)	agree	
GetPlayerBuffTexture	0x4e4740	0x84bb28	0x84bb20	global	1	exact	1	exact	(nil) | (string?)	agree	
GetPlayerBuffTimeLeft	0x4e4930	0x84bb40	0x84bb20	global	1	exact	1	exact	(number)	agree	
GetPlayerMapPosition	0x4a8610	0x8450c0	0x845078	global	1	exact	2	exact	(number,number)	agree	
GetPlayerTradeMoney	0x4c0700	0x847a40	0x8479f8	global	0	exact	1	exact	(number)	agree	
GetPoint	0x7a2340	0x87ca30	0x87c9b8	widget	2	lower-bound	0|3|5	set	() | (string?,any,string?,number,number) | (string?,number,number)	agree	delegated-push
GetPosition	0x76ea40	0x8789a0	0x878948	widget	1	exact	3	exact	(number,number,number)	agree	
GetProgressText	0x501a60	0x84e990	0x84e968	global	0	exact	1	exact	(string?)	agree	
GetPushedTextOffset	0x782180	0x879e00	0x879d00	widget	1	exact	2	exact	(number,number)	agree	
GetPushedTexture	0x781cd0	0x879dd0	0x879d00	widget	0	exact	?	unknown	?	unknown	delegated-push
GetQuestBackgroundMaterial	0x502230	0x84ea58	0x84e968	global	0	exact	1	exact	(nil) | (string?)	agree	
GetQuestGreenRange	0x4e17d0	0x84b1d0	0x84b0f0	global	0	exact	1	exact	(number)	agree	
GetQuestIndexForTimer	0x4e15f0	0x84b1b8	0x84b0f0	global	1	exact	1	exact	(nil) | (number)	agree	
GetQuestIndexForWatch	0x4e19b0	0x84b1f8	0x84b0f0	global	1	exact	1	exact	(nil) | (number)	agree	
GetQuestItemInfo	0x501f80	0x84ea38	0x84e968	global	2	exact	5	exact	(string?,string?,number,number,nil) | (string?,string?,number,number,number)	agree	
GetQuestItemLink	0x502090	0x84ea40	0x84e968	global	2	exact	1	exact	(nil) | (string?)	agree	
GetQuestLogChoiceInfo	0x4e0cf0	0x84b178	0x84b0f0	global	1	exact	5	exact	(nil,nil,number,number,nil) | (string?,string?,number,number,nil) | (string?,string?,number,number,number)	agree	
GetQuestLogItemLink	0x4e0ee0	0x84b180	0x84b0f0	global	2	exact	1	exact	(nil) | (string?)	agree	
GetQuestLogLeaderBoard	0x4e0110	0x84b148	0x84b0f0	global	2	lower-bound	3	exact	(nil,nil,nil) | (string?,string,nil) | (string?,string,number)	agree	delegated-push
GetQuestLogPushable	0x4e12b0	0x84b1a0	0x84b0f0	global	0	exact	1	exact	(nil) | (number)	agree	
GetQuestLogQuestText	0x4dff20	0x84b138	0x84b0f0	global	0	exact	2	exact	(nil,nil) | (string?,string?)	agree	
GetQuestLogRequiredMoney	0x4e1220	0x84b198	0x84b0f0	global	0	exact	1	exact	(number)	agree	
GetQuestLogRewardInfo	0x4e0b00	0x84b170	0x84b0f0	global	1	exact	5	exact	(nil,nil,number,number,nil) | (string?,string?,number,number,nil) | (string?,string?,number,number,number)	agree	
GetQuestLogRewardMoney	0x4e1070	0x84b188	0x84b0f0	global	0	exact	1	exact	(number)	agree	
GetQuestLogRewardSpell	0x4e1130	0x84b190	0x84b0f0	global	0	exact	3	exact	(nil,nil,nil) | (nil,string?,nil) | (nil,string?,number) | (string?,string?,nil) | (string?,string?,number)	agree	
GetQuestLogSelection	0x4dfb20	0x84b108	0x84b0f0	global	0	exact	1	exact	(number)	agree	
GetQuestLogTimeLeft	0x4e08a0	0x84b150	0x84b0f0	global	0	exact	1	exact	(nil) | (number)	agree	
GetQuestLogTitle	0x4df930	0x84b0f8	0x84b0f0	global	1	exact	6	exact	(string?,number,string?,nil,nil,nil) | (string?,number,string?,nil,nil,number) | (string?,number,string?,number,nil,nil) | (string?,number,string?,number,nil,number) | (string?,number,string?,number,number,nil) | (string?,number,string?,number,number,number)	agree	
GetQuestMoneyToGet	0x501ea0	0x84ea18	0x84e968	global	0	exact	1	exact	(number)	agree	
GetQuestReward	0x501d80	0x84ea00	0x84e968	global	1	exact	0	exact	()	agree	
GetQuestText	0x501a40	0x84e980	0x84e968	global	0	exact	1	exact	(string?)	agree	
GetQuestTimers	0x4e13d0	0x84b1b0	0x84b0f0	global	0	lower-bound	?	unknown	?	unknown	delegated-push
GetRaidRosterInfo	0x4bb560	0x847248	0x847240	global	1	lower-bound	9	exact	?	unknown	delegated-push
GetRaidRosterSelection	0x4bb890	0x847258	0x847240	global	0	exact	1	exact	(number)	agree	
GetRaidTargetIndex	0x4bb4b0	0x8472a0	0x847240	global	1	exact	1	exact	(nil) | (number)	agree	
GetRandomName	0x471980	0x8381a8	0x8380f8	global	0	exact	1	exact	(string?)	agree	
